Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
0,0,0,1,0,0,0,1,0,1,0,0,1,0.39294247166684976,-0.4863374216869257
1,1,2,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,0.6603330135889879
0,1,1,1,0,0,0,1,0,1,0,0,1,0.31953304454553877,-0.35848215805212236
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.26774237242494914,-0.32425318983493084
1,2,1,0,1,0,0,1,1,0,0,1,0,-1.8827497690937909,0.13683114673782454
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.26774237242494914,-0.43700743807979686
0,1,0,1,0,1,0,0,0,1,0,0,1,-0.19433294530363815,-0.3573908580066095
1,1,0,0,1,0,0,1,0,1,1,0,0,0.9068084615160267,0.40974072380221066
1,1,1,1,0,1,0,0,0,1,0,0,1,-0.7081989351528151,-0.33146744825388363
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.4902797934380587
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.32425318983493084
0,0,0,0,1,0,0,1,0,1,1,0,0,2.3015875768209355,0.002347544081197954
0,0,0,1,0,0,1,0,0,1,0,1,0,2.0079498683356913,-0.3997582667846179
1,0,0,0,1,0,0,1,1,0,1,0,0,-0.634789508031504,0.921244330558889
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.4894421904510968
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158642648215303,-0.49271407711891657
1,0,0,0,1,0,0,1,0,1,1,0,0,3.6963666921258445,-0.04438103794142432
0,0,0,1,0,0,0,1,0,1,0,0,1,1.5674933056078255,-0.5063875431873253
1,0,0,0,1,1,0,0,0,1,1,0,0,0.1727141903029168,-0.034313694348132716
0,0,0,1,0,0,0,1,0,1,1,0,0,0.6744510956388592,-0.6484216535389205
0,3,2,1,0,0,0,1,1,0,0,0,1,-1.5157026334872359,-0.08666388103324908
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4888542575852486
0,1,1,1,0,0,0,1,0,1,0,1,0,0.09930476318160582,-0.11988611489111134
0,0,5,1,0,0,0,1,1,0,0,0,1,0.8333990343947157,0.1506737441786005
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.21715090849733476,-0.32425318983493084
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.4902797934380587
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145612266675711,0.7469121684912956
0,3,2,1,0,0,0,1,1,0,0,0,1,-2.029568623336413,-0.08666388103324908
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.005751608328834579,0.48910360681684706
1,2,1,1,0,1,0,0,1,0,0,0,1,-2.1213304072380517,-0.26066180729354516
1,1,0,0,1,1,0,0,0,1,1,0,0,1.3472650242438926,0.8964967865378598
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4894421904510968
1,0,0,0,1,1,0,0,0,1,1,0,0,1.9345404412143805,0.06635974158478332
0,0,0,1,0,0,0,1,0,1,0,0,1,0.1072612089832795,-0.49640476528021726
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.4879706537888821,-0.49640476528021726
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
1,0,1,1,0,0,0,1,1,0,0,1,0,-0.855017789395437,-0.18532384824750675
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.47861979608830835
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.23974218885420048,-0.49078316061772326
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.855017789395437,-0.5125125150294839
0,2,0,1,0,0,0,1,0,1,0,1,0,-0.4145612266675711,0.8314778546749452
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,1,1,1,0,0,1,0,1,0,0,0,1,0.1727141903029168,-0.3363340021468808
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879706537888821,-0.3866707201133388
0,0,2,0,1,1,0,0,0,1,1,0,0,2.0813592954570024,1.6323350375212924
1,2,0,1,0,0,0,1,0,1,1,0,0,1.4940838784865147,2.042579288947925
0,0,0,1,0,1,0,0,0,1,0,0,1,0.7599896072734047,-0.5029485386158568
0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738555971225816,-0.13322534515222276
0,0,0,1,0,0,0,1,0,1,0,0,1,0.46635189878816075,-0.4974960653257301
1,1,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.4888542575852486
0,2,0,1,0,0,0,1,0,1,0,1,0,0.1727141903029168,0.8314778546749452
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.3411517995462601,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.156493743160497,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,0,0,1,0.9802178886373377,-0.4863374216869257
1,1,0,0,1,0,0,1,1,0,1,0,0,0.6930532867860657,0.39858208016340624
1,1,1,1,0,0,0,1,1,0,0,1,0,0.7599896072734047,0.13683114673782454
0,1,0,0,1,0,0,1,0,1,1,0,0,0.09930476318160582,0.39858208016340624
0,0,0,1,0,0,0,1,0,1,0,1,0,2.9622724209127345,-0.43700743807979686
1,0,0,1,0,0,0,1,0,1,0,1,0,0.09930476318160582,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,0.39674636968978044,-0.6484216535389205
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855017789395437,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.3778565131069156,-0.4863374216869257
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.855017789395437,-0.45026210265472455
0,1,6,1,0,0,0,1,1,0,0,0,1,0.9802178886373377,0.2958951755118318
1,0,1,0,1,1,0,0,0,1,1,0,0,0.46635189878816075,9.667166525013505
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.45299602500309943,-0.48457563655809965
1,0,0,0,1,1,0,0,0,1,1,0,0,-0.19433294530363815,0.8964967865378598
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.4626791642426904
0,5,2,1,0,0,0,1,0,1,0,0,1,-1.1486554978806809,0.2958951755118318
0,1,1,1,0,0,0,1,0,1,0,1,0,2.2281781496996245,0.13683114673782454
0,1,2,1,0,1,0,0,0,1,0,1,0,-0.3411517995462601,0.18876253192945994
0,4,1,1,0,0,0,1,0,1,0,0,1,-1.1486554978806809,0.1506737441786005
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.44363577710162005
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855017789395437,-0.49145565916975514
1,0,1,0,1,0,0,1,1,0,1,0,0,-1.07524607075937,3.6067927997556075
1,1,0,0,1,0,0,1,0,1,1,0,0,0.09930476318160582,0.49925551609632224
1,0,1,1,0,1,0,0,1,0,0,0,1,-1.8827497690937909,-0.37828059596268965
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.005751608328834579,0.48910360681684706
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.3411517995462601,-0.5029485386158568
0,0,0,1,0,0,0,1,0,1,1,0,0,2.2281781496996245,-0.11384570873513637
0,0,0,1,0,0,0,1,0,1,0,1,0,1.6409027327291366,-0.3766033765200472
0,0,0,1,0,0,0,1,0,1,0,0,1,1.0536273157586487,-0.4863374216869257
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.7158642648215303,-0.49271407711891657
0,1,1,0,1,1,0,0,0,1,1,0,0,1.4206744513652036,1.5841789061771412
0,0,0,0,1,0,0,1,0,1,0,0,1,0.9068084615160267,-0.494391296561559
1,1,0,0,1,1,0,0,1,0,1,0,0,-0.855017789395437,3.9327230485884233
1,0,0,0,1,0,0,1,0,1,1,0,0,0.39294247166684976,-0.11913106412161445
0,0,1,1,0,1,0,0,1,0,0,0,1,-0.855017789395437,-0.3573908580066095
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.3411517995462601,-0.4925449457465493
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.4902797934380587
0,0,0,1,0,0,0,1,0,1,0,1,0,0.6865801801520938,-0.12491978668775715
1,0,0,1,0,0,0,1,1,0,0,1,0,1.1270367428799597,-0.3766033765200472
1,0,0,0,1,0,0,1,0,1,1,0,0,0.9068084615160267,-0.11913106412161445
1,0,0,1,0,0,0,1,1,0,1,0,0,-0.5613800809101931,2.4029901895877646
1,1,1,1,0,1,0,0,0,1,0,0,1,-0.921092443692182,-0.3414522396297103
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145612266675711,0.3483299278831318
0,0,0,0,1,0,0,1,0,1,1,0,0,1.48669957293796,-0.11384570873513637
1,1,0,0,1,0,0,1,0,1,1,0,0,1.3472650242438926,0.39858208016340624
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.047514091061016166,-0.457478374542396
0,0,0,1,0,0,0,1,0,1,0,1,0,1.6409027327291366,-0.3866707201133388
0,0,0,0,1,0,0,1,0,1,0,0,1,-0.781608362274126,-0.494391296561559
1,0,0,0,1,1,0,0,1,0,1,0,0,0.6131707530307827,3.9327230485884233
1,0,0,0,1,0,0,1,1,0,0,1,0,-0.19433294530363815,-0.43700743807979686
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.17165868861103573,-0.3363340021468808
0,0,0,1,0,0,0,1,0,1,0,0,1,0.24612361742422778,-0.4918744606632361
1,0,1,1,0,0,0,1,1,0,0,1,0,-1.7359309148511688,0.016023023618325298
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.928427216516748,-0.5063875431873253
0,0,0,1,0,0,0,1,0,1,0,1,0,0.31953304454553877,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,1.4940838784865147,-0.3866707201133388
1,1,0,0,1,0,0,1,0,1,1,0,0,-0.19433294530363815,0.4207302360686478
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.47400492578514347
1,3,0,1,0,0,0,1,1,0,0,1,0,0.025895336060294823,-0.22559322262067316
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.7158642648215303,-0.4926295114327329
0,1,0,1,0,0,0,1,0,1,0,1,0,-0.3411517995462601,-0.12491978668775715
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.3411517995462601,-0.4888542575852486
1,0,0,0,1,0,0,1,1,0,1,0,0,-0.047514091061016166,3.6067927997556075
0,0,0,1,0,1,0,0,0,1,0,0,1,-1.368883779244614,-0.2701412180209885
0,0,0,1,0,0,0,1,0,1,0,1,0,0.39674636968978044,-0.6484216535389205
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879706537888821,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879706537888821,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.08421880462167165,-0.32425318983493084
0,1,3,1,0,0,0,1,1,0,0,0,1,1.3472650242438926,0.04370821849987721
1,0,0,0,1,1,0,0,0,1,1,0,0,0.39294247166684976,9.667166525013505
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
1,0,0,0,1,0,0,1,0,1,1,0,0,0.644489545404301,-0.04438103794142432
0,1,0,0,1,0,0,1,0,1,1,0,0,0.46635189878816075,0.9391984311231651
1,2,2,0,1,1,0,0,1,0,1,0,0,-0.634789508031504,4.634416897040849
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,-0.32425318983493084
1,0,0,1,0,0,0,1,0,1,0,0,1,0.09930476318160582,-0.4888542575852486
0,1,1,0,1,0,0,1,0,1,1,0,0,2.9622724209127345,0.7811411367084872
0,1,1,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,-0.24069423801061057
1,0,0,1,0,0,0,1,1,0,0,1,0,0.025895336060294823,-0.3866707201133388
0,1,0,0,1,0,0,1,0,1,1,0,0,-0.781608362274126,0.4207302360686478
0,0,0,1,0,0,1,0,0,1,0,0,1,0.09930476318160582,-0.49237782784290063
1,1,1,1,0,0,0,1,1,0,0,1,0,-1.8827497690937909,-0.18532384824750675
1,0,1,0,1,0,0,1,0,1,0,0,1,-1.7359309148511688,-0.397241430886295
0,0,0,1,0,0,0,1,0,1,0,0,1,0.24612361742422778,-0.45714212526638004
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879706537888821,-0.4894421904510968
1,1,2,1,0,0,0,1,1,0,0,1,0,1.3472650242438926,0.6603330135889879
1,1,1,1,0,0,0,1,0,1,0,1,0,-2.1272031614077562,-0.35646868933346404
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.49145565916975514
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.855017789395437,-0.41687275089321363
0,0,0,1,0,0,0,1,0,1,0,0,1,0.31953304454553877,-0.4863374216869257
1,0,0,0,1,0,0,1,1,0,1,0,0,0.24612361742422778,1.093228788100527
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.39032018849361816,-0.35646868933346404
0,0,0,1,0,0,0,1,0,1,0,0,1,0.8333990343947157,-0.5049620073345151
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.7081989351528151,-0.5028639729296732
1,1,2,0,1,0,0,1,1,0,1,0,0,0.46635189878816075,1.7677408088510642
0,0,0,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,-0.4918744606632361
1,1,0,0,1,0,0,1,1,0,1,0,0,1.5674933056078255,0.921244330558889
0,0,0,1,0,1,0,0,0,1,1,0,0,0.6994196637399629,0.1489119590497745
0,0,0,1,0,0,1,0,1,0,0,0,1,0.06260004962095032,-0.49237782784290063
0,1,0,1,0,0,1,0,0,1,0,0,1,0.2865851251452707,-0.1621689579829361
0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4800453319411184
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,-0.45714212526638004
0,0,0,1,0,0,0,1,0,1,0,0,1,1.3472650242438926,-0.4902797934380587
0,0,0,0,1,0,0,1,1,0,0,1,0,2.0079498683356913,-0.43700743807979686
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.009472948449594893,-0.5029485386158568
1,1,3,1,0,0,0,1,1,0,0,1,0,1.7877215869717586,-0.18532384824750675
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855017789395437,-0.49237782784290063
0,0,0,0,1,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
1,0,0,1,0,0,0,1,1,0,0,0,1,-1.8093403419724798,-0.397241430886295
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158642648215303,-0.4926295114327329
1,0,1,0,1,0,0,1,1,0,1,0,0,0.9802178886373377,3.6067927997556075
1,0,0,1,0,1,0,0,1,0,0,0,1,-1.222064925001992,-0.5028639729296732
1,1,0,0,1,0,0,1,1,0,1,0,0,-0.928427216516748,0.49925551609632224
0,0,0,0,1,0,0,1,0,1,1,0,0,-0.047514091061016166,-0.04438103794142432
0,1,2,1,0,0,0,1,0,1,0,0,1,-0.9875988706825178,-0.17626323901354432
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.5064721088735089
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.5024451714361923
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.855017789395437,-0.4974960653257301
0,4,1,1,0,0,1,0,0,1,0,0,1,-1.589112060608547,-0.06199888922968463
1,1,2,1,0,0,0,1,0,1,0,0,1,-2.102978050457724,-0.23415046467497105
0,0,0,0,1,1,0,0,0,1,1,0,0,1.2004461700012707,0.9462455716384695
0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,1,0,-1.001836643638059,-0.12491978668775715
0,8,2,1,0,0,0,1,1,0,0,0,1,-1.3784367714061623,0.7519458402879414
0,0,0,1,0,1,0,0,0,1,1,0,0,1.5222205572661007,-0.030371322596999754
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,1,0,0.6865801801520938,-0.3866707201133388
1,0,0,0,1,0,0,1,1,0,1,0,0,1.4206744513652036,-0.1263453225405672
1,0,0,1,0,0,0,1,1,0,0,0,1,0.09930476318160582,-0.4735861242916626
0,0,0,1,0,1,0,0,0,1,0,0,1,0.025895336060294823,-0.5028639729296732
0,1,1,1,0,0,0,1,1,0,0,0,1,0.025895336060294823,-0.1621689579829361
0,0,0,1,0,0,0,1,0,1,0,1,0,0.31953304454553877,-0.3866707201133388
1,1,1,1,0,0,0,1,1,0,0,1,0,0.09930476318160582,-0.11988611489111134
1,1,2,0,1,0,0,1,0,1,1,0,0,-1.368883779244614,1.7677408088510642
1,0,1,1,0,1,0,0,0,1,0,0,1,-2.145555518188084,-0.47694056317694733
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.19433294530363815,-0.5079822104125026
0,0,0,1,0,0,0,1,0,1,0,0,1,0.09930476318160582,-0.4918744606632361
0,0,0,0,1,0,0,1,0,1,1,0,0,0.6865801801520938,-0.6484216535389205
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.855017789395437,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,0,1,0,0.6865801801520938,-0.3866707201133388
1,1,0,0,1,0,0,1,1,0,1,0,0,0.24612361742422778,0.4207302360686478
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.4896093083547455
0,0,0,1,0,0,0,1,0,1,0,0,1,0.6865801801520938,-0.1621689579829361
0,0,0,1,0,0,0,1,0,1,0,1,0,0.39294247166684976,-0.43700743807979686
0,4,2,1,0,0,0,1,1,0,0,0,1,-1.7359309148511688,-0.01870931177853076
0,0,0,1,0,0,0,1,0,1,0,0,1,0.06260004962095032,-0.4863374216869257
0,0,0,0,1,0,0,1,0,1,1,0,0,0.6744510956388592,-0.6484216535389205
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.4879706537888821,-0.4888542575852486
0,1,1,1,0,1,0,0,0,1,0,1,0,0.09930476318160582,0.09664633805084172
0,0,0,1,0,0,0,1,0,1,0,0,1,0.9802178886373377,-0.5185529211854588
0,3,2,1,0,0,0,1,0,1,0,0,1,-1.4422932063659248,-0.08666388103324908
1,1,1,0,1,0,0,1,1,0,1,0,0,1.6409027327291366,1.2341715984066093
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.19433294530363815,-0.47400492578514347
0,0,0,1,0,0,0,1,0,1,1,0,0,0.6131707530307827,-0.6484216535389205
1,0,1,0,1,0,0,1,1,0,0,0,1,-0.19433294530363815,-0.397241430886295
0,4,1,1,0,0,0,1,0,1,0,0,1,-2.029568623336413,0.1506737441786005
0,0,0,1,0,0,1,0,0,1,0,0,1,0.4001277115702989,-0.5084855775921673
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.005751608328834579,0.48910360681684706
1,0,2,1,0,1,0,0,0,1,0,1,0,-2.102978050457724,0.09664633805084172
1,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
1,0,0,0,1,0,0,0,1,0,1,0,0,2.3749970039422466,0.962353321387736
1,1,0,1,0,1,0,0,1,0,0,0,1,-1.07524607075937,-0.3573908580066095
1,1,1,1,0,0,0,1,0,1,0,1,0,-2.1154576530683467,-0.2708962687904854
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970508961965139,-0.5028639729296732
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879706537888821,-0.4902797934380587
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855017789395437,-0.48130374989027985
1,1,1,0,1,1,0,0,1,0,1,0,0,0.6865801801520938,1.0259447039291216
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.47400492578514347
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257
1,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,0.48910360681684706
1,0,0,0,1,1,0,0,0,1,1,0,0,1.560956205391542,-0.05042144409739929
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.4888542575852486
0,0,0,1,0,0,0,1,0,1,0,1,0,-1.001836643638059,-0.43700743807979686
1,0,0,1,0,1,0,0,1,0,1,0,0,0.025895336060294823,-0.024246350754841113
0,0,0,1,0,1,0,0,0,1,0,0,1,0.3562377581061943,-0.5188046047752911
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928427216516748,-0.47400492578514347
0,0,0,1,0,0,0,1,0,1,0,0,1,0.9068084615160267,-0.49640476528021726
0,8,2,1,0,0,0,1,0,1,0,0,1,-1.3784367714061623,0.7519458402879414
0,0,0,1,0,1,0,0,0,1,0,0,1,0.39294247166684976,-0.4894421904510968
0,0,1,1,0,0,0,1,0,1,0,1,0,-0.12092351818232715,0.016023023618325298
1,1,0,0,1,1,0,0,1,0,1,0,0,1.0510406967240855,1.145663540471827
0,4,2,1,0,0,0,1,0,1,0,0,1,-1.8827497690937909,-0.01870931177853076
0,0,0,1,0,0,0,1,0,1,0,0,1,3.2559101293979786,-0.4918744606632361
0,1,1,1,0,1,0,0,1,0,0,0,1,-1.5157026334872359,-0.3414522396297103
1,0,1,0,1,0,0,1,1,0,1,0,0,-1.001836643638059,0.14488502161245778
0,1,0,1,0,0,0,1,1,0,0,1,0,1.0536273157586487,-0.12491978668775715
1,0,1,1,0,0,0,1,1,0,0,0,1,-0.855017789395437,-0.4601623283443675
1,1,1,1,0,0,0,1,1,0,1,0,0,1.1270367428799597,2.671117778445337
1,0,0,0,1,0,0,1,0,1,1,0,0,1.5674933056078255,-0.11384570873513637
1,0,3,1,0,1,0,0,1,0,0,0,1,-0.4145612266675711,-0.26066180729354516
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970508961965139,-0.5028639729296732
0,2,0,1,0,0,0,1,0,1,0,0,1,0.8333990343947157,-0.36435544630444866
0,1,0,1,0,0,0,1,0,1,0,1,0,-0.634789508031504,-0.41687275089321363
1,0,0,0,1,0,0,1,1,0,1,0,0,1.3472650242438926,-0.1263453225405672
0,8,2,1,0,0,0,1,1,0,0,0,1,-1.3784367714061623,0.7519458402879414
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4145612266675711,-0.3866707201133388
1,0,0,1,0,0,0,1,1,0,0,1,0,0.9068084615160267,-0.3866707201133388
1,1,0,1,0,1,0,0,1,0,0,1,0,-0.19433294530363815,-0.3693891181010945
0,0,0,0,1,0,0,1,0,1,1,0,0,0.09930476318160582,0.3682954836973478
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.2693655168144183,-0.45714212526638004
1,1,1,1,0,0,0,1,0,1,0,0,1,-1.8827497690937909,-0.4242561406845337
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.4894421904510968
1,1,1,0,1,0,0,1,1,0,1,0,0,1.2738555971225816,0.40974072380221066
0,0,0,0,1,0,0,1,0,1,1,0,0,0.24612361742422778,-0.5477482176060045
0,0,0,1,0,0,0,1,0,1,0,0,1,1.2738555971225816,-0.46720946885967163
1,1,0,1,0,1,0,0,1,0,0,1,0,-0.12092351818232715,-0.16518916106092355
1,0,0,1,0,1,0,0,1,0,0,0,1,-1.07524607075937,-0.5029485386158568
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.45017955043725955
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
1,0,1,0,1,1,0,0,1,0,1,0,0,1.9345404412143805,1.0259447039291216
1,0,1,1,0,0,0,1,1,0,0,1,0,-0.3411517995462601,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,0,1,0.24612361742422778,-0.4894421904510968
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613800809101931,-0.4366711888037809
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.12092351818232715,-0.43700743807979686
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.5064721088735089
0,0,5,1,0,0,1,0,1,0,0,0,1,0.6865801801520938,-0.06199888922968463
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.19433294530363815,-0.3866707201133388
1,0,0,0,1,0,0,1,1,0,1,0,0,-0.781608362274126,-0.04438103794142432
0,1,2,1,0,0,0,1,1,0,0,0,1,-0.9875988706825178,-0.17626323901354432
1,0,0,0,1,1,0,0,0,1,1,0,0,-0.26774237242494914,-0.04438103794142432
0,0,0,1,0,0,1,0,0,1,0,0,1,0.1727141903029168,-0.49237782784290063
